P_chamber_pascals,OF_ratio,Isp_s,Cstar_m_s
300000.0,7.646464646464646,284.8453513038553,1573.4389528700567
300000.0,7.787878787878787,284.8787463371622,1571.165746289545
300000.0,7.929292929292929,284.8594294556991,1568.838377924445
300000.0,8.07070707070707,284.7875595026815,1566.4705014536935
300000.0,8.212121212121211,284.6631035562993,1564.073385081433
300000.0,8.353535353535353,284.48767196533913,1561.6565363667703
300000.0,8.494949494949495,284.26160448466237,1559.2277775069783
300000.0,8.636363636363637,283.9871413775352,1556.7936267678929
300000.0,8.777777777777779,283.6683430414029,1554.3595553748305
300000.0,8.919191919191919,283.31098924687456,1551.9299512904668
300000.0,9.06060606060606,282.92168979677535,1549.5085715915525
300000.0,9.202020202020202,282.50677796426737,1547.098368558951
300000.0,9.343434343434343,282.0716673373026,1544.7018779924783
300000.0,9.484848484848484,281.6207058040907,1542.3210640626355
300000.0,9.626262626262626,281.15729666770363,1539.957648309323
300000.0,9.767676767676768,280.6845041075755,1537.6129073273885
300000.0,9.909090909090908,280.2026445841851,1535.2878895462266
300000.0,10.05050505050505,279.71622402498105,1532.9833833978719
300000.0,10.191919191919192,279.22452416273734,1530.6999983171613
300000.0,10.333333333333332,278.729177261883,1528.4381799979776
300000.0,10.474747474747474,278.2310844748886,1526.1982363220343
300000.0,10.616161616161616,277.73100259733707,1523.980343663358
300000.0,10.757575757575758,277.2295899932758,1521.7846280246872
300000.0,10.898989898989898,276.7274087705972,1519.6110866674455
300000.0,11.04040404040404,276.2249561654879,1517.459664359967
300000.0,11.181818181818182,275.7226737522415,1515.330234097924
300000.0,11.323232323232324,275.22095678846205,1513.222651951928
300000.0,11.464646464646464,274.71930528973314,1511.1367344337393
300000.0,11.606060606060606,274.2199982842278,1509.0722212479477
300000.0,11.747474747474747,273.72219685336495,1507.0289200963243
300000.0,11.88888888888889,273.2261593001542,1505.0064679705874
300000.0,12.03030303030303,272.7321271136131,1503.0046076675346
300000.0,12.171717171717171,272.24032052568066,1501.0230327432705
300000.0,12.313131313131313,271.7509400984626,1499.0614271582435
300000.0,12.454545454545453,271.264167737776,1497.1194679887076
